Name,State,Year,Population.Size,CalfCowRatio,Sample.Size_Calf.Cow,Survey.Month_Calf.Cow,Females.Harvested_Harvest,PrePost,Eprecipb,Eprecipa,Totprecipb,Totprecipa,Ewinter,Wintertot,Wintera,Grizzly.Bear,Wolf,SummerNDVI,WinterNDVI,Ecotype
8,1,1993,777,21.45833333,583,February,NA,post,190.0036,225.1073,475.9719,364.5224,52.9928,165.1638,165.1638,No,Present at low densities,26.79104017,35.71052215,B
8,1,1998,852,37.83783784,51,February,NA,post,170.3898,232.697,281.9911,430.3056,122.9336,209.2085,209.2085,No,Present at low densities,25.18009263,31.11859635,B
8,1,1997,872,20.72072072,134,February,NA,post,232.697,161.3068,430.3056,223.7176,81.8607,166.0316,166.0316,No,Present at low densities,32.70504218,37.74423783,B
8,1,1997,872,20.72072072,134,February,NA,post,232.697,161.3068,430.3056,223.7176,81.8607,166.0316,166.0316,No,Present at low densities,32.70504218,37.74423783,B
8,1,1997,872,20.72072072,134,February,NA,post,232.697,161.3068,430.3056,223.7176,81.8607,166.0316,166.0316,No,Present at low densities,32.70504218,37.74423783,B
8,1,2009,320,19.56521739,165,February,NA,post,121.5697,239.4632,269.04,352.1429,80.1987,158.6404,158.6404,No,Present at low densities,24.10564506,31.28336859,B
8,1,1996,997,54.91071429,347,February,NA,post,161.3068,190.185,223.7176,362.2543,174.2055,254.5214,254.5214,No,Present at low densities,12.28788689,18.93282999,B
8,1,1996,997,54.91071429,347,February,NA,post,161.3068,190.185,223.7176,362.2543,174.2055,254.5214,254.5214,No,Present at low densities,12.28788689,18.93282999,B
8,1,1995,606,45.45454546,16,February,NA,post,190.185,125.6707,362.2543,239.0066,106.3225,211.382,211.382,No,Present at low densities,22.29576539,28.0514296,B
8,1,1995,606,45.45454546,16,February,NA,post,190.185,125.6707,362.2543,239.0066,106.3225,211.382,211.382,No,Present at low densities,22.29576539,28.0514296,B
8,1,1995,606,45.45454546,16,February,NA,post,190.185,125.6707,362.2543,239.0066,106.3225,211.382,211.382,No,Present at low densities,22.29576539,28.0514296,B
8,1,1995,606,45.45454546,16,February,NA,post,190.185,125.6707,362.2543,239.0066,106.3225,211.382,211.382,No,Present at low densities,22.29576539,28.0514296,B
8,1,2010,451,25.2,313,February,NA,post,215.87,121.5697,393.1647,269.04,123.5669,251.2037,251.2037,No,Present at low densities,25.7086152,32.13523096,B
8,1,2010,451,25.2,313,February,NA,post,215.87,121.5697,393.1647,269.04,123.5669,251.2037,251.2037,No,Present at low densities,25.7086152,32.13523096,B
8,1,2010,451,25.2,313,February,NA,post,215.87,121.5697,393.1647,269.04,123.5669,251.2037,251.2037,No,Present at low densities,25.7086152,32.13523096,B
8,1,2010,451,25.2,313,February,NA,post,215.87,121.5697,393.1647,269.04,123.5669,251.2037,251.2037,No,Present at low densities,25.7086152,32.13523096,B
8,1,1996,997,54.91071429,347,February,NA,post,161.3068,190.185,223.7176,362.2543,174.2055,254.5214,254.5214,No,Present at low densities,12.28788689,18.93282999,B
8,1,2000,386,50,351,February,NA,post,150.9094,141.0983,235.9361,253.817,61.4243,147.5127,147.5127,No,Present at low densities,-2.570638842,11.52474411,B
8,1,1999,143,59.375,102,February,NA,post,141.0983,170.3898,253.817,281.9911,66.7694,148.6105,148.6105,No,Present at low densities,24.89814983,33.21449288,B
8,1,1999,143,59.375,102,February,NA,post,141.0983,170.3898,253.817,281.9911,66.7694,148.6105,148.6105,No,Present at low densities,24.89814983,33.21449288,B
8,1,1998,126,77.77777778,80,February,NA,post,170.3898,232.697,281.9911,430.3056,122.9336,209.2085,209.2085,No,Present at low densities,25.18009263,31.11859635,B
8,1,1998,126,77.77777778,80,February,NA,post,170.3898,232.697,281.9911,430.3056,122.9336,209.2085,209.2085,No,Present at low densities,25.18009263,31.11859635,B
8,1,2002,139,70.83333333,123,February,NA,post,161.1863,147.3979,286.3083,226.41447,76.3868,253.8742,253.8742,No,Present at low densities,9.653146465,17.67208602,B
8,1,2001,183,55.55555556,168,February,NA,post,147.3979,150.9094,226.41447,235.9361,72.2951,158.3184,158.3184,No,Present at low densities,9.565738381,16.30950739,B
8,1,1997,872,20.72072072,134,February,NA,post,232.697,161.3068,430.3056,223.7176,81.8607,166.0316,166.0316,No,Present at low densities,32.70504218,37.74423783,B
8,1,1999,143,59.375,102,February,NA,post,141.0983,170.3898,253.817,281.9911,66.7694,148.6105,148.6105,No,Present at low densities,24.89814983,33.21449288,B
8,1,2001,183,55.55555556,168,February,NA,post,147.3979,150.9094,226.41447,235.9361,72.2951,158.3184,158.3184,No,Present at low densities,9.565738381,16.30950739,B
8,1,2002,139,70.83333333,123,February,NA,post,161.1863,147.3979,286.3083,226.41447,76.3868,253.8742,253.8742,No,Present at low densities,9.653146465,17.67208602,B
8,1,2000,386,50,351,February,NA,post,150.9094,141.0983,235.9361,253.817,61.4243,147.5127,147.5127,No,Present at low densities,-2.570638842,11.52474411,B
8,1,2000,386,50,351,February,NA,post,150.9094,141.0983,235.9361,253.817,61.4243,147.5127,147.5127,No,Present at low densities,-2.570638842,11.52474411,B
8,1,2000,386,50,351,February,NA,post,150.9094,141.0983,235.9361,253.817,61.4243,147.5127,147.5127,No,Present at low densities,-2.570638842,11.52474411,B
8,1,1999,182,43.10344828,166,February,NA,post,141.0983,170.3898,253.817,281.9911,66.7694,148.6105,148.6105,No,Present at low densities,24.89814983,33.21449288,B
8,1,1999,182,43.10344828,166,February,NA,post,141.0983,170.3898,253.817,281.9911,66.7694,148.6105,148.6105,No,Present at low densities,24.89814983,33.21449288,B
8,1,1993,777,21.45833333,583,February,NA,post,190.0036,225.1073,475.9719,364.5224,52.9928,165.1638,165.1638,No,Present at low densities,26.79104017,35.71052215,B
8,1,1993,777,21.45833333,583,February,NA,post,190.0036,225.1073,475.9719,364.5224,52.9928,165.1638,165.1638,No,Present at low densities,26.79104017,35.71052215,B
8,1,2004,219,40.19607843,143,February,NA,post,170.2239,148.0901,271.4706,202.4068,63.4241,176.12545,176.12545,No,Present at low densities,4.400638063,20.01821776,B
8,1,2001,183,55.55555556,168,February,NA,post,147.3979,150.9094,226.41447,235.9361,72.2951,158.3184,158.3184,No,Present at low densities,9.565738381,16.30950739,B
8,1,2003,207,34.95145631,139,February,NA,post,148.0901,161.1863,202.4068,286.3083,98.3539,167.1462,167.1462,No,Present at low densities,14.52258648,23.50887817,B
8,1,2004,219,40.19607843,143,February,NA,post,170.2239,148.0901,271.4706,202.4068,63.4241,176.12545,176.12545,No,Present at low densities,4.400638063,20.01821776,B
8,1,2004,219,40.19607843,143,February,NA,post,170.2239,148.0901,271.4706,202.4068,63.4241,176.12545,176.12545,No,Present at low densities,4.400638063,20.01821776,B
8,1,2003,207,34.95145631,139,February,NA,post,148.0901,161.1863,202.4068,286.3083,98.3539,167.1462,167.1462,No,Present at low densities,14.52258648,23.50887817,B
8,1,2003,207,34.95145631,139,February,NA,post,148.0901,161.1863,202.4068,286.3083,98.3539,167.1462,167.1462,No,Present at low densities,14.52258648,23.50887817,B
8,1,2001,183,55.55555556,168,February,NA,post,147.3979,150.9094,226.41447,235.9361,72.2951,158.3184,158.3184,No,Present at low densities,9.565738381,16.30950739,B
8,1,2003,207,34.95145631,139,February,NA,post,148.0901,161.1863,202.4068,286.3083,98.3539,167.1462,167.1462,No,Present at low densities,14.52258648,23.50887817,B
8,1,1999,143,59.375,102,February,NA,post,141.0983,170.3898,253.817,281.9911,66.7694,148.6105,148.6105,No,Present at low densities,24.89814983,33.21449288,B
8,1,2002,154,NA,,,NA,post,161.1863,147.3979,286.3083,226.41447,76.3868,253.8742,253.8742,No,Present at low densities,9.653146465,17.67208602,B
8,1,2002,154,NA,,,NA,post,161.1863,147.3979,286.3083,226.41447,76.3868,253.8742,253.8742,No,Present at low densities,9.653146465,17.67208602,B
8,1,2002,154,NA,,,NA,post,161.1863,147.3979,286.3083,226.41447,76.3868,253.8742,253.8742,No,Present at low densities,9.653146465,17.67208602,B
8,1,2000,133,41.42857143,99,February,NA,post,150.9094,141.0983,235.9361,253.817,61.4243,147.5127,147.5127,No,Present at low densities,-2.570638842,11.52474411,B
8,1,2001,122,39.65517241,81,February,NA,post,147.3979,150.9094,226.41447,235.9361,72.2951,158.3184,158.3184,No,Present at low densities,9.565738381,16.30950739,B
8,1,2001,122,39.65517241,81,February,NA,post,147.3979,150.9094,226.41447,235.9361,72.2951,158.3184,158.3184,No,Present at low densities,9.565738381,16.30950739,B
8,1,2000,133,41.42857143,99,February,NA,post,150.9094,141.0983,235.9361,253.817,61.4243,147.5127,147.5127,No,Present at low densities,-2.570638842,11.52474411,B
8,1,2001,122,39.65517241,81,February,NA,post,147.3979,150.9094,226.41447,235.9361,72.2951,158.3184,158.3184,No,Present at low densities,9.565738381,16.30950739,B
8,1,2001,122,39.65517241,81,February,NA,post,147.3979,150.9094,226.41447,235.9361,72.2951,158.3184,158.3184,No,Present at low densities,9.565738381,16.30950739,B
8,1,2000,133,41.42857143,99,February,NA,post,150.9094,141.0983,235.9361,253.817,61.4243,147.5127,147.5127,No,Present at low densities,-2.570638842,11.52474411,B
8,1,2002,154,NA,,,NA,post,161.1863,147.3979,286.3083,226.41447,76.3868,253.8742,253.8742,No,Present at low densities,9.653146465,17.67208602,B
8,1,2000,133,41.42857143,99,February,NA,post,150.9094,141.0983,235.9361,253.817,61.4243,147.5127,147.5127,No,Present at low densities,-2.570638842,11.52474411,B
12,2,2004,600,21.7,248,,104,post,67.7922,63.2208,120.15066,95.82404,90.7493,157.4698,157.4698,,,8.308003164,5.147271285,B
12,2,1996,1700,45.6,837,,411,post,80.2629,97.5583,107.6352,162.02718,275.6118,277.6969,277.6969,,,4.913745891,2.804379744,B
12,2,1997,1800,37.1,994,,471,post,60.0686,80.2629,122.45825,107.6352,143.2167,241.9948,241.9948,,,6.3959031,3.970309471,B
12,2,1998,1900,30.7,966,,400,post,136.3289,60.0686,215.1279,122.45825,178.4514,231.4211,231.4211,,,16.28576072,14.69019673,B
12,2,1999,1900,30.9,720,,389,post,37.6945,136.3289,54.878293,215.1279,138.2014,243.6753,243.6753,,,10.5032804,8.467898673,B
12,2,2000,1500,22.6,320,,353,post,36.5883,37.6945,58.22385,54.878293,81.6347,135.9358,135.9358,,,7.990387027,5.416824548,B
12,2,2001,1300,18.3,123,,379,post,38.3236,36.5883,78.16272,58.22385,152.7968,161.3589,161.3589,,,-2.959616389,-6.220099948,B
12,2,2007,700,25,639,,77,post,29.8727,62.2298,58.7813,91.43287,162.3981,190.3621,190.3621,,,3.344889676,-0.356414531,B
12,2,2003,1000,22.2,429,,245,post,63.2208,20.71246,95.82404,49.07958,162.3869,208.8623,208.8623,,,7.801113083,4.624565972,B
12,2,2005,600,48.4,340,,180,post,106.6378,67.7922,123.62885,120.15066,240.7699,303.8373,303.8373,,,14.54630195,11.80216641,B
12,2,2006,600,25.52,541,,124,post,62.2298,106.6378,91.43287,123.62885,109.6229,139.2392,139.2392,,,8.839934975,5.795850072,B
12,2,1991,1300,39.8,660,,292,post,119.5271,60.4489,138.17369,170.024,104.0334,127.8797,127.8797,,,4.305592379,2.155569515,B
12,2,2008,800,21.5,452,,92,post,52.8327,29.8727,87.69067,58.7813,129.521,180.0955,180.0955,,,12.86329867,9.695777818,B
12,2,2009,900,27.8,868,,185,post,99.7237,52.8327,137.89047,87.69067,130.9674,198.4907,198.4907,,,8.546157406,5.268624257,B
12,2,2010,1000,24.64516129,966,,130,post,92.2352,99.7237,124.0926,137.89047,184.025,277.714,277.714,,,15.46697987,12.85924106,B
12,2,2002,1300,19.3,167,,379,post,20.71246,38.3236,49.07958,78.16272,136.7083,234.7697,234.7697,,,0.029770957,-3.042935658,B
12,2,1992,800,29.5,158,,471,post,64.76811,119.5271,108.39741,138.17369,207.6001,301.9807,301.9807,,,-0.474341816,-3.160308159,B
12,2,1989,1000,29.5,487,,374,post,43.82066,51.0946,181.52636,65.18669,49.52061,81.57198,81.57198,,,9.135641231,6.645398021,B
12,2,1995,1600,43.1,790,,282,post,97.5583,50.89998,162.02718,74.0538,185.9046,247.3004,247.3004,,,7.927588986,6.082298631,B
12,2,1993,1600,47,344,,219,post,84.0939,64.76811,121.932063,108.39741,77.5034,131.74605,131.74605,,,15.98190803,14.25881927,B
17,2,2005,800,23.7,568,,0,post,157.3038,154.6496,175.7638,278.8089,246.4069,337.631,337.631,No,Occasional sighting,8.989986806,27.58167865,B
17,2,1996,800,33,484,,201,post,118.1853,128.9779,152.87777,191.4104,349.4286,464.3847,464.3847,No,Occasional sighting,6.146948212,22.77647128,B
17,2,1997,800,26.9,245,,226,post,82.3919,118.1853,191.1994,152.87777,202.4751,319.1171,319.1171,No,Occasional sighting,7.606424065,26.27325754,B
17,2,1998,550,25,310,,200,post,222.0693,82.3919,314.27401,191.1994,270.4619,327.8593,327.8593,No,Occasional sighting,14.85251501,29.76542971,B
17,2,1999,475,22.2,226,,121,post,64.3534,222.0693,96.62362,314.27401,264.5425,336.5323,336.5323,No,Occasional sighting,8.394917166,23.01860599,B
17,2,2001,600,29.4,445,,63,post,72.9297,104.5089,105.78859,169.18302,225.6041,308.7634,308.7634,No,Occasional sighting,-2.121949151,18.61436523,B
17,2,1995,700,25.5,354,,51,post,128.9779,93.8628,191.4104,127.87468,334.1437,391.314,391.314,No,Occasional sighting,8.82026237,24.62253311,B
17,2,2004,650,27.5,408,,0,post,154.6496,79.7545,278.8089,144.10433,138.2169,228.2172,228.2172,No,Occasional sighting,8.687800163,30.17398796,B
17,2,2000,500,18,242,,101,post,104.5089,64.3534,169.18302,96.62362,129.9692,241.7058,241.7058,No,Occasional sighting,8.001727705,25.62066709,B
17,2,2006,800,22,533,,0,post,118.6503,157.3038,170.01211,175.7638,199.4321,250.8665,250.8665,No,Occasional sighting,6.691146471,23.39365105,B
17,2,2007,700,26.3,604,,0,post,68.9408,118.6503,105.30069,170.01211,269.7122,341.0078,341.0078,No,Occasional sighting,-1.172557625,18.38440337,B
17,2,2008,1250,28,621,,0,post,135.0993,68.9408,188.45435,105.30069,255.6103,377.0406,377.0406,No,Occasional sighting,11.41894373,29.68206449,B
17,2,2009,1100,26.1,922,,NA,post,136.7996,135.0993,200.10209,188.45435,155.3557,271.1596,271.1596,No,Occasional sighting,9.788154539,24.93783482,B
17,2,2010,1050,25.9,730,,7,post,199.3622,136.7996,253.1047,200.10209,236.6609,425.1362,425.1362,No,Occasional sighting,15.67805535,32.43332879,B
17,2,2003,450,21.8,296,,60,post,79.7545,73.4631,144.10433,118.87019,283.3459,348.2459,348.2459,No,Occasional sighting,5.844807518,24.54612592,B
17,2,1992,900,19.1,518,,234,post,89.9042,181.1358,166.9277,192.73817,237.2448,348.0186,348.0186,No,Occasional sighting,3.866360629,18.51820828,B
17,2,1991,800,30.5,937,,246,post,181.1358,141.2452,192.73817,343.485,210.9854,203.0274,203.0274,No,Occasional sighting,9.706146778,24.37465829,B
17,2,1989,896,29,396,,82,post,131.7028,108.0766,306.056,134.41661,88.26093,200.26689,200.26689,No,Occasional sighting,11.60027148,26.47036933,B
17,2,2002,450,17,324,,58,post,73.4631,72.9297,118.87019,105.78859,191.7055,413.3145,413.3145,No,Occasional sighting,0.512636977,19.36439294,B
17,2,1993,900,33.8,491,,237,post,152.6406,89.9042,236.86303,166.9277,169.6943,319.6338,319.6338,No,Occasional sighting,22.75969908,34.67327441,B
19,2,1999,2400,18.1,856,,53,post,72.0074,201.7304,127.42068,302.84044,141.9258,191.8571,191.8571,,,25.50229167,24.21763199,B
19,2,2005,3400,28.1,1109,,NA,post,153.3528,188.3709,179.14583,317.2564,136.8502,195.563,195.563,,,27.96533302,25.19905616,B
19,2,1992,3500,36.9,675,,254,post,94.868,180.5612,196.1481,194.81893,108.2329,180.2468,180.2468,,,16.43576661,14.80286324,B
19,2,1993,3400,44,1152,,21,post,141.0732,94.868,231.03123,196.1481,73.6152,159.277,159.277,,,32.84017335,28.64481675,B
19,2,1995,2600,19,979,,352,post,133.0602,103.9991,207.5779,139.98602,186.2796,277.7218,277.7218,,,24.93035152,22.29946847,B
19,2,1996,2800,24.8,700,,124,post,113.4141,133.0602,153.12435,207.5779,228.8926,308.8888,308.8888,,,21.09643081,18.73402096,B
19,2,1991,3500,39.3,804,,131,post,180.5612,74.0129,194.81893,249.8041,128.42996,122.21766,122.21766,,,19.03366174,15.88758788,B
19,2,1998,2450,25.3,877,,55,post,201.7304,90.9559,302.84044,236.1951,161.0276,200.4607,200.4607,,,30.7799961,26.60284629,B
19,2,2008,3700,19.1,1222,,NA,post,95.4784,70.3829,158.2358,95.83711,119.7042,199.0295,199.0295,,,26.86417597,23.86244503,B
19,2,2000,2400,21,1099,,35,post,98.4011,72.0074,174.59188,127.42068,67.8422,149.4791,149.4791,,,21.85895641,18.51052474,B
19,2,2001,2900,29.2,800,,57,post,65.7461,98.4011,104.17353,174.59188,119.7687,201.4578,201.4578,,,18.31017275,14.65268831,B
19,2,2002,2900,28.4,1546,,54,post,81.4184,65.7461,141.9093,104.17353,116.1121,291.0539,291.0539,,,20.79447561,16.2209421,B
19,2,2003,3000,37.8,1031,,21,post,70.7785,81.4184,123.8085,141.9093,152.5019,176.9362,176.9362,,,22.57655099,19.33458282,B
19,2,1997,2800,23,696,,130,post,90.9559,113.4141,236.1951,153.12435,102.7387,161.9792,161.9792,,,28.8124894,25.24133297,B
19,2,2006,3400,16.7,1833,,NA,post,112.0488,153.3528,175.67192,179.14583,119.5657,173.3939,173.3939,,,22.93824953,21.41227256,B
19,2,2007,3500,30.5,1268,,NA,post,70.3829,112.0488,95.83711,175.67192,238.9555,258.4739,258.4739,,,20.89370201,17.94628289,B
19,2,2009,3700,34.2,1680,,NA,post,130.1587,95.4784,218.30529,158.2358,91.6767,144.458,144.458,,,25.0041045,21.43055651,B
19,2,2010,5300,24.3,2233,,NA,post,194.6331,130.1587,260.9761,218.30529,104.0079,226.6848,226.6848,,,27.37623493,24.23016107,B
19,2,2004,3100,36.9,1275,,NA,post,188.3709,70.7785,317.2564,123.8085,69.9131,133.2295,133.2295,,,31.38728624,26.6954085,B
19,2,1989,3604,29.9,612,,172,post,47.37733,132.7773,149.37583,190.864,88.5336,142.95222,142.95222,,,20.7916983,18.58026605,B
23,2,1989,1150,28,627,,69,post,120.7359,105.1958,336.0361,134.42829,100.7117,194.5301,194.5301,No,Occasional sighting,33.9444163,23.60194922,B
23,2,1991,1200,28.2,273,,346,post,184.3467,142.9256,216.69186,341.5416,204.7184,194.1939,194.1939,No,Occasional sighting,26.01550784,20.84770736,B
23,2,1992,1300,34.1,574,,289,post,85.8184,184.3467,165.7034,216.69186,297.6699,413.1345,413.1345,No,Occasional sighting,24.0127283,11.06391107,B
23,2,1993,1400,26.8,1113,,185,post,123.6911,85.8184,206.481965,165.7034,156.8026,279.7983,279.7983,No,Occasional sighting,35.71167937,33.0217785,B
23,2,1995,1400,26.5,372,,169,post,125.4345,127.2654,189.3202,174.36143,376.403,431.2587,431.2587,No,Occasional sighting,32.96572349,21.10221687,B
23,2,1996,1600,51.7,522,,388,post,127.9103,125.4345,163.34868,189.3202,440.528,505.5364,505.5364,No,Occasional sighting,27.862264,18.60587901,B
23,2,2009,1270,11.4,1168,,123,post,126.6534,100.2065,188.09346,132.03399,181.3618,268.3424,268.3424,No,Occasional sighting,37.63653996,18.70285338,B
23,2,1997,1500,30.7,740,,445,post,76.0551,127.9103,161.30495,163.34868,221.4969,351.152,351.152,No,Occasional sighting,22.35162016,21.64201772,B
23,2,1999,1400,32.2,985,,359,post,60.7426,151.2315,89.335967,226.98065,264.1889,378.8926,378.8926,No,Occasional sighting,22.54453479,18.79277613,B
23,2,2000,1900,40,711,,547,post,82.1615,60.7426,128.06599,89.335967,137.6515,236.8174,236.8174,No,Occasional sighting,26.33628703,18.48946348,B
23,2,2001,1600,24.6,1423,,407,post,68.9094,82.1615,111.28828,128.06599,250.2615,313.4279,313.4279,No,Occasional sighting,24.66295839,13.12138816,B
23,2,2002,1350,17.8,1118,,392,post,63.6345,68.9094,96.95874,111.28828,230.0608,428.7642,428.7642,No,Occasional sighting,24.42434126,9.365232104,B
23,2,2003,1200,17.2,1171,,374,post,71.63297,63.6345,115.34907,96.95874,298.644,378.7811,378.7811,No,Occasional sighting,33.17792498,18.51959694,B
23,2,2004,1196,48.4,650,,267,post,137.8747,71.63297,226.441,115.34907,146.3245,254.5776,254.5776,No,Occasional sighting,35.87765477,23.05327641,B
23,2,2005,1329,33.7,1251,,224,post,133.7994,137.8747,150.19063,226.441,313.4029,383.6439,383.6439,No,Occasional sighting,38.43632779,19.09599689,B
23,2,2006,1400,20.53,675,,236,post,105.4817,133.7994,141.01577,150.19063,179.0535,227.9996,227.9996,No,Occasional sighting,36.61526174,17.35230976,B
23,2,1998,1300,37.2,863,,507,post,151.2315,76.0551,226.98065,161.30495,302.6112,388.8464,388.8464,No,Occasional sighting,24.53892,24.80870471,B
23,2,2008,1100,16.1,838,,135,post,100.2065,52.0489,132.03399,85.61729,237.3885,381.5092,381.5092,No,Occasional sighting,40.59951167,22.59190333,B
23,2,2010,1300,15,1145,,112,post,167.1347,126.6534,215.1613,188.09346,251.8402,394.7277,394.7277,No,Occasional sighting,40.66966992,25.92408809,B
23,2,2007,1200,20.9,1110,,228,post,52.0489,105.4817,85.61729,141.01577,260.324,324.9303,324.9303,No,Occasional sighting,37.68970932,15.59073916,B
26,2,2001,5000,30.4,1309,,716,post,57.394,73.7857,88.76297,116.355971,137.4906,181.4448,181.4448,No,Occasional sighting,9.042601381,3.126161845,B
26,2,1995,5500,43.1,834,,562,post,131.7043,123.9784,177.5721,153.26646,211.6423,287.5644,287.5644,No,Occasional sighting,19.64860423,15.63431273,B
26,2,1996,5800,41,1269,,486,post,104.987,131.7043,136.55691,177.5721,261.9796,322.6339,322.6339,No,Occasional sighting,16.21122152,11.93393429,B
26,2,1997,5500,36.5,617,,790,post,79.7497,104.987,148.0268,136.55691,161.0061,261.3736,261.3736,No,Occasional sighting,18.87388932,14.24874415,B
26,2,1998,5400,36.7,1042,,666,post,139.2395,79.7497,185.30679,148.0268,189.1213,231.1153,231.1153,No,Occasional sighting,21.81738868,16.08039416,B
26,2,2000,5500,35.2,1424,,591,post,73.7857,57.2511,116.355971,86.679243,96.0689,186.2951,186.2951,No,Occasional sighting,17.21398434,11.7660614,B
26,2,2002,4750,26.5,969,,695,post,80.7945,57.394,98.71658,88.76297,146.062,313.2098,313.2098,No,Occasional sighting,5.237456679,-3.841026243,B
26,2,2003,4500,18.3,2257,,390,post,47.17649,80.7945,83.62718,98.71658,200.1008,270.9381,270.9381,No,Occasional sighting,17.03975415,10.70895555,B
26,2,2004,3950,15.8,1050,,157,post,119.5239,47.17649,191.71143,83.62718,91.7584,169.0699,169.0699,No,Occasional sighting,19.78484666,12.97966826,B
26,2,2005,2950,17.6,1460,,108,post,120.8583,119.5239,135.42887,191.71143,209.9502,281.4637,281.4637,No,Occasional sighting,18.64545566,9.260465839,B
26,2,2006,3200,15.1,1475,,9,post,119.8945,120.8583,148.72743,135.42887,137.4532,204.2438,204.2438,No,Occasional sighting,18.79967346,13.43776994,B
26,2,2007,3500,29.9,3629,,157,post,57.3466,119.8945,83.3671,148.72743,165.1991,218.4579,218.4579,No,Occasional sighting,15.63895633,9.539060107,B
26,2,2008,4100,29.3,3785,,53,post,98.1782,57.3466,123.18856,83.3671,142.7471,252.1886,252.1886,No,Occasional sighting,21.6564131,14.67248401,B
26,2,2009,4500,32.7,1858,,189,post,80.493,98.1782,128.86847,123.18856,143.8157,218.5738,218.5738,No,Occasional sighting,17.27130491,9.463209392,B
26,2,1993,5500,39.1,797,,516,post,124.6392,59.2002,192.7455714,128.16554,102.6817,190.0987,190.0987,No,Occasional sighting,25.89404653,21.11753802,B
26,2,1999,5250,36.5,1032,,693,post,57.2511,139.2395,86.679243,185.30679,130.5486,250.6694,250.6694,No,Occasional sighting,17.87610989,12.61634962,B
26,2,2010,4950,27.1,2496,,44,post,159.2286,80.493,203.45205,128.86847,197.4877,302.9464,302.9464,No,Occasional sighting,24.38383884,18.60510753,B
26,2,1991,5250,39.9,708,,497,post,121.5635,74.2426,153.35537,217.7898,135.3174,136.6076,136.6076,No,Occasional sighting,16.53470086,11.04056658,B
26,2,1989,5750,42.5,1748,,308,post,89.5405,108.247,265.9961,130.39165,78.5645,129.5944,129.5944,No,Occasional sighting,16.11586724,8.832605966,B
26,2,1992,6250,36.5,2853,,401,post,59.2002,121.5635,128.16554,153.35537,195.1753,285.3778,285.3778,No,Occasional sighting,8.572819233,1.943691362,B
29,2,1989,1450,45,332,,152,post,32.84225,49.0745,177.60565,62.929108,34.35646,66.734857,66.734857,,,-1.298708491,-2.034309625,B
29,2,2004,1500,35.9,662,,171,post,67.2792,52.40726,111.47339,93.89726,88.534,159.49785,159.49785,,,-3.406840278,-4.228306547,B
29,2,2005,1650,51.2,783,,156,post,107.6443,67.2792,124.0172,111.47339,240.3077,291.0994,291.0994,,,4.397089279,3.686483925,B
29,2,2006,1600,43.4,618,,139,post,62.3923,107.6443,81.84857,124.0172,90.08081,139.54141,139.54141,,,-2.791049166,-3.5983203,B
29,2,2007,1600,32.1,675,,181,post,27.4452,62.3923,56.07977,81.84857,136.1255,170.7499,170.7499,,,-6.185986015,-6.980913554,B
29,2,2010,1500,37,918,,140,post,75.0793,109.733,98.47404,130.24337,167.3231,261.5971,261.5971,,,4.422007912,3.790015831,B
29,2,2009,1600,37.6,995,,207,post,109.733,59.21626,130.24337,81.89403,128.1241,204.7801,204.7801,,,-3.780388331,-4.584419272,B
29,2,2008,1600,35.7,1084,,158,post,59.21626,27.4452,81.89403,56.07977,98.4323,153.0866,153.0866,,,3.238457364,2.489278275,B
29,2,1991,1400,40.5,312,,175,post,120.0703,40.9349,130.85692,117.6698,76.78132,101.83212,101.83212,,,-4.799815011,-5.469763647,B
29,2,1993,1350,55.2,495,,117,post,74.4544,66.76532,117.45187,104.33845,60.6864,112.3837,112.3837,,,8.335050728,7.766165278,B
29,2,1995,1500,35.3,502,,166,post,82.5774,51.1184,118.37424,65.871701,184.2396,248.1966,248.1966,,,-0.390142727,-0.999993484,B
29,2,1996,2000,48,867,,265,post,74.4579,82.5774,95.63637,118.37424,229.6388,236.10499,236.10499,,,-1.163623269,-1.761593315,B
29,2,1997,2000,48.6,1150,,350,post,58.8099,74.4579,105.02413,95.63637,129.2988,234.7299,234.7299,,,-2.546183093,-3.258562839,B
29,2,2002,1400,29.7,673,,239,post,26.9137,37.6249,51.37003,82.56697,114.3231,214.7044,214.7044,,,-11.81776613,-12.62766028,B
29,2,2001,1500,30.9,195,,240,post,37.6249,34.5818,82.56697,65.28051,125.526,137.4046,137.4046,,,-10.6796095,-11.47538566,B
29,2,1992,1300,35.6,244,,229,post,66.76532,120.0703,104.33845,130.85692,157.8264,270.7744,270.7744,,,-10.85738847,-11.57038539,B
29,2,2000,1600,32,586,,316,post,34.5818,31.7794,65.28051,45.4711594,74.2041,123.8638,123.8638,,,-2.661364267,-3.423426984,B
29,2,2003,1500,29.8,640,,209,post,52.40726,26.9137,93.89726,51.37003,134.3604,173.7733,173.7733,,,-3.575592995,-4.354396712,B
29,2,1999,1600,46.8,985,,345,post,31.7794,128.6052,45.4711594,188.2944,105.929,213.0514,213.0514,,,3.418288119,2.792467836,B
29,2,1998,1800,50.1,689,,385,post,128.6052,58.8099,188.2944,105.02413,152.6215,194.4276,194.4276,,,8.935766885,8.419341716,B
31,2,2007,2100,24.8,695,,0,post,86.0009,148.1306,125.69446,233.6587,431.689,598.4535,598.4535,,,26.96003908,38.46380704,B
31,2,2003,2000,20.9,724,,35,post,111.1601,129.5721,193.13093,193.61186,481.029,613.6665,613.6665,,,26.01663386,41.44913677,B
